Text,Label
The flight got delayed by 2 hours landing around 10am now i missed last 10 mins of class sry Priya,0
Your income tax refund of Rs 650 is pending buddy Confirm shipping details at clickhere reward com within 12 hours to claim Hurry sale ends midnight shop now plz send 199 urgently this account secure kyc update will return asap ok,1
Attention team ur Kotak Mahindra KYC has expired and needs urgent update Just pay a small processing fee of Rs 1 500 to unlock this offer Click cashback portal co meet them right away don t miss out Sign up free at clickhere reward com no strings attached start chatting tonight,1
Sonia don t forget we have the conference room B booking in 2 hours Please arrive 10 minutes early for paperwork client seemed really impressed with our proposal,0
Meet local people near you tonight 100 free signup Confirm shipping details at www freegift offer net within 12 hours to claim,1
Get RICH fast Invest just Rs 45 today and double your money in 24 hours Confirm shipping details at bit ly claim reward within 12 to,1
can u send me the pdf frm yesterdays lecture i missed last part kinda messy tho lol hope it still makes sense,0
ur Flipkart wallet has been credited with Rs 1 00 000 cashback claim now Please update your KYC immediately at portal co otherwise account will be suspended Order bit ly reward and get 50 off limited stock only,1
Your FedEx wallet has been credited with Rs 2 500 cashback claim now Please update KYC immediately at portal co otherwise account will be suspended,1
Can you pick up milk and eggs on your way back home Let s grab coffee soon to catch properly,0
This is ur last chance to claim Amazon insurance bonus of Rs 25 000 Limited slots left hurry up and act next Monday Send your address a small courier fee secure kyc update com receive it call 5544 nw before expires today,1
Please find attached the invoice for last month s services Love you see in morning yaar,0
FREE recharge of Rs 45 waiting for u Update ur payment info at urgent fix com within 24 hours to avoid cancellation Just pay a small processing fee 199 unlock this offer Verify your details immediately clickhere reward or lose access permanently,1
Get RICH fast Invest just Rs 45 today and double your money in 24 hours Limited slots left hurry up act tonight,1
Quick question buddy is the conference room B meeting still on for 9am Love you see in morning,0
We noticed an unusual login attempt to your Google Pay account Order now at myaccount secure net and get 50 off limited stock only Click http win big prize co claim before it expires tomorrow Verify avoid suspension of card bit ly reward,1
Your loan of Rs 300 has been APPROVED If this wasn t you secure account immediately at clickhere reward com Update payment info urgent fix within 24 hours to avoid cancellation,1
Act NOW Your Paytm payment has FAILED Hurry sale ends at midnight shop http win big prize co just click bit ly claim reward nd verify ur number to get it b4 offer next Monday Order account in and 50 off limited stock only,1
Can we reschedule our call to 6 30pm Something urgent came up all good nw fan works perfectly fine,0
This is ur last chance to claim DHL Courier insurance bonus of Rs 1 500 Pay 199 customs handling fee at cashback portal co release your parcel No credit check required apply now reward center 247 com before the offer ends,1
Massive Diwali sale Flat 90 off on laptop today only Click myaccount secure login net to receive your refund instantly into account,1
SECURITY ALERT Someone tried to access ur account from a new device Send your address and small courier fee myaccount secure login net receive it,1
Mom said dinner will be ready by 3pm come home soon Let me know if you have any questions about the numbers we shud def celebrate somewhere nice today,0
Attention Neha your SBI KYC has expired and needs urgent update pls immediately at clickhere reward com otherwise account will be suspended Limited slots left hurry up act this weekend Apply today zero paperwork instant approval click secure now,1
Job alert earn Rs 199 week frm home no skils needd Please update your KYC immediately at cashback portal co otherwise account will be suspended Verify now to avoid suspension of card myaccount secure login net,1
Happy birthday boss Hope you have an amazing day Is the leak fixed now or still dripping a bit,0
Massive Diwali sale Flat 90 off on 55 inch Smart TV today only Pay Rs 499 customs handling fee at myaccount secure login net to release your parcel,1
Your loan of Rs 199 has been APPROVED just whatsapp us on bit ly claim reward to start immediately limited seats,1
Can we reschedule our call to noon Something urgent came up network here is kinda bad will once its better i have some updates share abt the project timeline,0
Can you review the attached document before 11am tonight Take your time no pressure whenever re free i missed last 10 mins of class sry boss,0
Hey Sanjay forgot to ask did the plumber come by yesterday,0
Reminder Team meeting scheduled for 8 15am in your place,0
Work from home and earn Rs 1 00 000 per day GUARANTEED Click http win big prize co nw to claim your before it expires today Update billing info at immediately avoid service loss,1
Thanks for helping me move last weekend really appreciate it sir The client seemed impressed with our proposal Will call you once I land keep your phone on,0
the electrician fixed fan finally took him like 2 hrs tho lol just double checking before I head out door,0
We noticed an unusual login attempt to your Income Tax Dept account Sign up free at myaccount secure net no strings attached start chatting tonight Update billing info immediately avoid service loss,1
This is ur last chance to claim Income Tax Dept insurance bonus of Rs 650 Click verify account now in your prize before it expires Friday bit ly reward receive refund instantly into,1
Reminder Team meeting scheduled for noon in office We should invite Neha as well this time network here is kinda bad will call once its better,0
Your income tax refund of Rs 89 is pending Neha Apply today zero paperwork instant approval click http win big prize co nw,1
Hey Pooja forgot to ask did the plumber come by yesterday network here is kinda bad will call once its better don t be late this time Arjun already there,0
Great job on teh presentation next Monday the client seemed impressed See you soon drive safe,0
Dear customer your Citibank account will be blocked within 24 hours Confirm shipping details at cashback portal co 12 to claim,1
Meet local people near you tonight 100 free signup Confirm shipping details at bit ly claim reward within 12 hours to Send your address and a small courier fee center 247 com receive it,1
Claim ur free air fryer voucher now only 3 left your cashback instantly by clicking urgent payment fix com today,1
FINAL NOTICE Your Paytm subscription will be cancelled unless you act now Apply today zero paperwork instant approval click cashback portal co Confirm identity at secure kyc update com or account locked,1
Job alert earn Rs 150 week frm home no skils needd Apply today zero paperwork instant approval click clickhere reward com now Verify to avoid suspension of your card myaccount secure login net details immediately at center 247 or lose access permanently,1
lets meet at the mall around 10am i have some updates to share client seemed really impressed with our proposal,0
Meera don t forget we have teh conference room B booking this weekend Love you see in the morning Divya,0
Loved teh movie last night we should go again this weekend Thanks a ton you re lifesaver Arjun,0
We noticed an unusual login attempt to your Paytm account Pay Rs 89 customs handling fee at http win big prize co release parcel Update billing info verify nw in immediately avoid service loss,1
WINNER u have been randomly selected to receive a washing machine Click www freegift offer net your refund instantly into account Pay Rs 12 499 customs handling fee at http win big prize co release parcel,1
hey sir i m stuck in office lost my wallet plz help urgently Apply today zero paperwork instant approval click verify account now,1
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Please update your KYC immediately at cashback portal co otherwise account will be suspended No credit check required apply now urgent payment fix com before the offer ends,1
CONGRATS yaar Your number has won a laptop worth Rs 89 Confirm shipping details at secure kyc update com within 12 hours to claim,1
Hey Sonia are we still meeting for lunch in 2 hours Is teh leak fixed now or dripping a bit Should be done by evening will confirm once ready,0
running late stuck in traffic will reach your place by 7pm network here is kinda bad call once its better,0
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Verify nw to avoid suspension of your card http win big prize co,1
Can you review the attached document before 9am next Monday,0
FINAL NOTICE Your Microsoft subscription will be cancelled unless you act now call 8890 before it expires tonight Claim cashback instantly by clicking clickhere reward com today,1
Attention ma am your Axis Bank KYC has expired and needs urgent update Use promo code SAVE3390 at checkout valid only tomorrow Confirm shipping details payment fix com within 12 hours to claim identity nw cashback portal co or account will be locked,1
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Hurry sale ends at midnight shop nw urgent payment fix com now verify account,1
Hey Divya are we still meeting 4 lunch in 2 hours,0
Mom said dinner will be ready by 10am come home soon Sorry for the trouble make it up to you today,0
Dear Winner you are selected for a FREE vacation package to Goa Limited slots left hurry up and act this weekend Sign at urgent payment fix com no strings attached start chatting tonight,1
Rohit don t forget we have the railway station booking today Take your time no pressure whenever you re free,0
Dear customer your PNB account will be blocked within 24 hours Just pay a small processing fee of Rs 45 to unlock this offer If wasn t you secure immediately at urgent payment fix com Use promo code SAVE6612 checkout valid only tomorrow,1
Great job on the presentation next Monday client seemed impressed Let me know if plan changes otherwise see you this weekend at 11am really with our proposal,0
Limited time offer Buy 1 get 3 FREE on all gift card purchases Order now at urgent payment fix com and 50 off stock only Pay Rs 00 000 customs handling fee to release your parcel Verify avoid suspension of http win big prize co,1
We noticed an unusual login attempt to your Netflix account Hurry sale ends at midnight shop nw bit ly claim reward,1
ur Apple package could not be delivered just whatsapp us on secure kyc update com to start immediately limited seats,1
Hey Rahul sending u teh notes frm todays class chek ur email we shud def celebrate somewhere nice today,0
Can u pick up milk and eggs on your way back home See you soon drive safe,0
Thanks for helping me move last weekend really appreciate it Sanjay Need by in 2 hours if possible no rush though,0
Dear customer your Citibank account will be blocked within 24 hours Click cashback portal co to receive refund instantly into urgent payment fix com meet them right away don t miss out,1
ur income tax refund of Rs 45 is pending Priya Click bit ly claim reward to meet them right away don t miss out,1
Quick question Kavita is the cafe near college meeting still on for 3pm Should be done by evening will confirm once ready Please bring your laptops and project files,0
We noticed an unusual login attempt to your DHL Courier account Hurry click clickhere reward com before someone else claims this,1
lets meet at the clinic around 10am i have some updates to share Let me know if plan changes otherwise see u in 2 hours 11am,0
lets meet at teh gym around 5pm i have some updates to share hang out tonight make up for it my treat,0
SECURITY ALERT Someone tried to access your account from a new device Pay Rs 12 499 customs handling fee at cashback portal co release parcel Apply today zero paperwork instant approval click www freegift offer net now Confirm identity http win big prize or will be locked,1
u are pre approved for a credit card with Rs 12 499 limit plz send 150 urgently to this account clickhere reward com will return asap ok Click bit ly claim receive your refund instantly into,1
WINNER You have been randomly selected to receive a air fryer Order now at urgent payment fix com and get 50 off limited stock only,1
Your appointment with Dr Sharma is confirmed for 9am today Need it by in 2 hours if possible no rush though,0
Meet local people near you tonight 100 free signup Apply today zero paperwork instant approval click www freegift offer net now Visit the nearest branch or urgent payment fix com within 48 hrs to avoid deactivation,1
u are pre approved for a credit card with Rs 499 limit Reply YES now or visit reward center 247 com to claim before the offer closes Verify avoid suspension of your www freegift net,1
hey sir wyd tonite thinking of watchin a movie at my place we shud def celebrate somewhere nice tomorrow,0
Can we reschedule our call to 11am Something urgent came up i missed the last 10 mins of class sry Neha,0
Hey Rahul forgot to ask did the plumber come by yesterday network here is kinda bad will call once its better just double checking b4 I head out door,0
lets meet at railway station around 4 45pm i have some updates to share Let s grab coffee soon catch up properly,0
ur Google Pay package could not be delivered Apply today zero paperwork instant approval click urgent payment fix com now,1
Happy birthday mom Hope u have an amazing day,0
Can you review the attached document before 6 30pm next Monday Love see in morning dad network here is kinda bad will call once its better,0
Amazing weight loss pill Lose 10kg in 7 days GUARANTEED Update ur payment info at bit ly claim reward within 24 hours to avoid cancellation Order now center 247 com and get 50 off limited stock only Use promo code SAVE9087 checkout valid 2,1
Hey Sonia forgot to ask did the plumber come by yesterday,0
Your loan of Rs 1 00 000 has been APPROVED Click bit ly claim reward to receive refund instantly into account,1
Loved the movie last night we should go again today,0
The flight got delayed by 2 hours landing around 10am now See you soon drive safe lets hang out this Friday to make up for it my treat,0
Just a heads up the wifi guy is coming around 11am to fix router Please bring your laptops and project files,0
Massive Diwali sale Flat 90 off on gaming console today only Claim your cashback instantly by clicking portal co Confirm identity nw at myaccount secure login net or account will be locked just click urgent payment fix com nd verify ur number to get it b4 offer ends in 2 hours,1
Work from home and earn Rs 199 per day GUARANTEED plz send 75 000 urgently to this account reward center 247 com will return asap ok Click cashback portal co receive ur refund instantly into your,1
Dear customer your Axis Bank account will be blocked within 24 hours Limited slots left hurry up and act in 2,1
Limited time offer Buy 1 get 3 FREE on all 55 inch Smart TV purchases Claim your cashback instantly by clicking myaccount secure login net today Update payment info at urgent fix com within 24 hours to avoid cancellation,1
Can we reschedule our call to 7pm Something urgent came up i missed the last 10 mins of class sry sir,0
Hey ma am are we still meeting for lunch this weekend Will call you once I land keep your phone on,0
This is ur last chance to claim Amazon insurance bonus of Rs 12 499 Order nw at urgent payment fix com and get 50 off limited stock only,1
hey sir i m stuck in railway station lost my wallet plz help urgently Click clickhere reward com to meet them right away don t miss out,1
Hey Pooja are we still meeting for lunch tomorrow should invite Anjali as well this time Please arrive 10 minutes early the paperwork,0
Karan don t forget we have the railway station booking in 2 hours,0
Sorry for teh late reply been super busy with exams this week kinda messy tho lol hope it still makes sense mine broke and i need to charge my laptop asap,0
CONGRATULATIONS Aditya You have WON a lottery of Rs 650 No experience needed just click myaccount secure login net to start earning immediately Limited slots left hurry up and act today,1
Claim your free gaming console voucher now only 3 left Send address and a small courier fee to myaccount secure login net receive it Visit the nearest branch or bit ly reward within 48 hrs avoid deactivation,1
can u send me the pdf frm yesterdays lecture i missed last part Will call you once land keep ur phone on,0
You ve been chosen for a cash reward of Rs 50 000 Limited slots left hurry up and act tonight,1
Attention Divya your ICICI KYC has expired and needs urgent update plz send Rs 75 000 urgently to this account secure com will return asap ok,1
hey team wyd tonite thinking of watchin a movie at my place We should invite ma am as well this time lmk if ur free around 5pm otherwise no worries,0
FINAL NOTICE Your PayPal subscription will be cancelled unless you act now Update payment info at verify account in within 24 hours to avoid cancellation,1
Your Amazon package could not be delivered If this wasn t you secure account immediately at bit ly claim reward Update billing info urgent payment fix com to avoid service loss,1
Can you pick up milk and eggs on ur way back home kinda messy tho lol hope it still makes sense,0
team don t forget we have the clinic booking this Friday Let me know if you any questions about numbers Need it by weekend possible no rush though,0
Mom said dinner will be ready by 11am come home soon Also check if we need bread and butter too,0
Your income tax refund of Rs 300 is pending dad No credit check required apply now at bit ly claim reward before the offer ends,1
Job alert earn Rs 1 500 week frm home no skils needd Click www freegift offer net to receive ur refund instantly into your account,1
FINAL NOTICE Your Apple subscription will be cancelled unless you act now Reply YES or visit clickhere reward com to claim before the offer closes just whatsapp us on bit ly start immediately limited seats,1
omg i totally forgot ur bday yesterday im so sry dad Thanks a ton you re lifesaver Sanjay,0
FREE recharge of Rs 999 waiting 4 u Reply YES now or visit cashback portal co to claim before the offer closes,1
pls dont forget to bring the charger in 2 hours mine broke network here is kinda bad will call once its better lets hang out this weekend make up for it my treat,0
Happy birthday sir Hope you have an amazing day Let s grab coffee soon to catch up properly Please arrive 10 minutes early for the paperwork,0
Claim your free washing machine voucher now only 3 left Please update KYC immediately at www freegift offer net otherwise account will be suspended Just pay a small processing fee of Rs 1 00 000 to unlock this whatsapp us on urgent payment fix com start limited seats,1
Thanks 4 helping me move last weekend really appreciate it team kinda messy tho lol hope still makes sense Should be done by evening will confirm once ready,0
Can you review the attached document before 10am today,0
Quick question Divya is the your place meeting still on for 6 30pm Also check if we need bread and butter too,0
Great job on the presentation tmrw client seemed impressed We should invite Meera as well this time,0
Your income tax refund of Rs 25 000 is pending Vikram Update billing info at myaccount secure login net immediately to avoid service loss Verify details urgent payment fix com or lose access permanently,1
Your appointment with Dr Sharma is confirmed for 6 30pm tomorrow lmk if ur free around otherwise no worries,0
sir I ll be home late this Friday don t wait up Should done by evening will confirm once ready,0
Can we reschedule our call to 3pm Something urgent came up mine broke and i need charge my laptop asap,0
Just a heads up the wifi guy is coming around 3pm to fix router Please arrive 10 minutes early 4 paperwork,0
ma am I ll be home late this Friday don t wait up Love you see in teh morning Kavita,0
FREE recharge of Rs 2 500 waiting for u Pay 999 customs handling fee at urgent payment fix com to release your parcel,1
Limited time offer Buy 1 get 3 FREE on all air fryer purchases Click secure kyc update com to meet them right away don t miss out Please your immediately at urgent payment fix otherwise account will be suspended,1
Your DHL Courier package could not be delivered Order now at bit ly claim reward and get 50 off limited stock only Reply YES or visit to b4 the offer closes just whatsapp us on cashback portal co start immediately seats,1
